"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Molotov","Jacob","M","21","Klein","210.07628","paid","Tampa-St. Petersburg-Clearwater, FL","518","Frijolero","73"
"Tub Ring","Lily","F","0","Burns","233.69098","free","New York-Newark-Jersey City, NY-NJ-PA","646","Invalid","32"
"Gin Blossoms","Mohammad","M","0","Rodriguez","233.482","free","Sacramento--Roseville--Arden-Arcade, CA","679","Day Job","88"
"Che Sudaka","Jacob","M","22","Klein","160.49587","paid","Tampa-St. Petersburg-Clearwater, FL","518","Bihotza","73"
"Audioslave","Lily","F","1","Burns","273.65832","free","New York-Newark-Jersey City, NY-NJ-PA","646","Yesterday To Tomorrow","32"
"Erin Bode","Jacob","M","23","Klein","252.05506","paid","Tampa-St. Petersburg-Clearwater, FL","518","Here_ There And Everywhere","73"
"Calle 13","Mohammad","M","1","Rodriguez","239.3073","free","Sacramento--Roseville--Arden-Arcade, CA","679","AtrÃÂ©vete te te","88"
"Selena Gomez & The Scene","Lily","F","2","Burns","184.65914","free","New York-Newark-Jersey City, NY-NJ-PA","646","Falling Down","32"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Jacob","M","24","Klein","277.15873","paid","Tampa-St. Petersburg-Clearwater, FL","518","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","73"
"Colbie Caillat","Jacob","M","25","Klein","233.16853","paid","Tampa-St. Petersburg-Clearwater, FL","518","I Never Told You","73"
"The Black Crowes","Jacob","M","26","Klein","223.65995","paid","Tampa-St. Petersburg-Clearwater, FL","518","Mellow Down Easy","73"
"Aloe Blacc","Jacob","M","27","Klein","244.1922","paid","Tampa-St. Petersburg-Clearwater, FL","518","I Need A Dollar","73"
"Datarock","Jacob","M","28","Klein","169.50812","paid","Tampa-St. Petersburg-Clearwater, FL","518","True Stories","73"
"Benjy Ferree","Jacob","M","29","Klein","169.89995","paid","Tampa-St. Petersburg-Clearwater, FL","518","Fear","73"
"Lighter Shade of Brown","Jacob","M","30","Klein","211.85261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Homies","73"
"Kinky","Jacob","M","31","Klein","190.92853","paid","Tampa-St. Petersburg-Clearwater, FL","518","Soun Tha Mi Primer Amor","73"
"Pepper","Jacob","M","32","Klein","139.98975","paid","Tampa-St. Petersburg-Clearwater, FL","518","Blackout","73"
"Lionel Richie","Jacob","M","33","Klein","249.62567","paid","Tampa-St. Petersburg-Clearwater, FL","518","Hello","73"
"Fat Freddys Drop","Jacob","M","34","Klein","431.28118","paid","Tampa-St. Petersburg-Clearwater, FL","518","The Raft","73"
"Aqua","Jacob","M","35","Klein","201.92608","paid","Tampa-St. Petersburg-Clearwater, FL","518","Doctor Jones","73"
"Arctic Monkeys","Jacob","M","36","Klein","193.43628","paid","Tampa-St. Petersburg-Clearwater, FL","518","From The Ritz To The Rubble","73"
"The Crests","Avery","F","3","Watkins","182.88281","paid","San Jose-Sunnyvale-Santa Clara, CA","629","16 Candles","30"
"Onra","Jacob","M","37","Klein","120.94649","paid","Tampa-St. Petersburg-Clearwater, FL","518","TAKE A RIDE","73"
"Jets To Brazil","Jacob","M","38","Klein","305.73669","paid","Tampa-St. Petersburg-Clearwater, FL","518","Cat Heaven","73"
"Extreme","Avery","F","4","Watkins","238.99383","paid","San Jose-Sunnyvale-Santa Clara, CA","629","More Than Words","30"
"John Mayer","Avery","F","5","Watkins","269.71383","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Heartbreak Warfare","30"
"The Knife","Jacob","M","39","Klein","292.54485","paid","Tampa-St. Petersburg-Clearwater, FL","518","Silent Shout","73"
"Nelson Ned","Avery","F","6","Watkins","187.24526","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Eu Gosto Tanto De Voce","30"
"The Mars Volta","Jacob","M","40","Klein","472.39791","paid","Tampa-St. Petersburg-Clearwater, FL","518","With Twilight as My Guide","73"
"Cyan Velvet Project","Avery","F","7","Watkins","205.16526","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Dead Skin (edit)","30"
"Tub Ring","Avery","F","8","Watkins","233.69098","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Invalid","30"
"Thee Silver Mountain Reveries","Jacob","M","41","Klein","587.38893","paid","Tampa-St. Petersburg-Clearwater, FL","518","Microphones in the Trees","73"
"Red Hot Chili Peppers","Avery","F","9","Watkins","334.65424","paid","San Jose-Sunnyvale-Santa Clara, CA","629","Snow [Hey Oh] (Album Version)","30"
"Metallica","Jacob","M","42","Klein","515.21261","paid","Tampa-St. Petersburg-Clearwater, FL","518","Master Of Puppets","73"
"Bikini Kill","Jacob","M","43","Klein","149.81179","paid","Tampa-St. Petersburg-Clearwater, FL","518","Reject All American","73"
"The Black Keys","Jacob","M","44","Klein","204.59057","paid","Tampa-St. Petersburg-Clearwater, FL","518","Every Lasting Light","73"
"Jake Hess","Jacob","M","45","Klein","199.26159","paid","Tampa-St. Petersburg-Clearwater, FL","518","You And Me Jesus","73"
"B.o.B","Jacob","M","46","Klein","269.63546","paid","Tampa-St. Petersburg-Clearwater, FL","518","Nothin' On You [feat. Bruno Mars] (Album Version)","73"
"Collective Soul","Jacob","M","47","Klein","155.29751","paid","Tampa-St. Petersburg-Clearwater, FL","518","Reunion (LP Version)","73"
"Three Drives","Jacob","M","48","Klein","411.6371","paid","Tampa-St. Petersburg-Clearwater, FL","518","Greece 2000","73"
"Vanity Fare","Jacob","M","49","Klein","152.86812","paid","Tampa-St. Petersburg-Clearwater, FL","518","Early In The Morning","73"
"Drake / Kanye West / Lil Wayne / Eminem","Jacob","M","50","Klein","357.66812","paid","Tampa-St. Petersburg-Clearwater, FL","518","Forever","73"
"Aleks Syntek","Stefany","F","1","White","300.14649","free","Lubbock, TX","649","Tu Necesitas (2008 Digital Remaster)","83"
"The Grapes Of Wrath","Stefany","F","2","White","138.05669","free","Lubbock, TX","649","All The Things I Wasn't","83"
"Rilo Kiley","Stefany","F","3","White","215.64036","free","Lubbock, TX","649","Silver Lining (Album Version)","83"
"Lonnie Gordon","Stefany","F","4","White","181.21098","free","Lubbock, TX","649","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","83"
"Matt Costa","Ava","F","0","Robinson","246.02077","free","New Haven-Milford, CT","669","Unfamiliar Faces","50"
"Capital Inicial","Jaleah","F","0","Hayes","228.67546","paid","San Antonio-New Braunfels, TX","113","FÃÂ¡tima","70"
"A Day To Remember","Jaleah","F","2","Hayes","243.22567","paid","San Antonio-New Braunfels, TX","113","If It Means A Lot To You","70"
"Jack Johnson","Jaleah","F","3","Hayes","236.93016","paid","San Antonio-New Braunfels, TX","113","Bubble Toes","70"
"Gorillaz","Jaleah","F","4","Hayes","246.17751","paid","San Antonio-New Braunfels, TX","113","DARE","70"
"Jason Mraz","Jaleah","F","5","Hayes","220.18567","paid","San Antonio-New Braunfels, TX","113","You And I Both (LP Version)","70"
"Ligabue","Jaleah","F","6","Hayes","246.20363","paid","San Antonio-New Braunfels, TX","113","I duri hanno due cuori","70"
"Steve Miller Band","Jaleah","F","7","Hayes","306.23302","paid","San Antonio-New Braunfels, TX","113","Abracadabra","70"
"38 Special","Jaleah","F","8","Hayes","280.76363","paid","San Antonio-New Braunfels, TX","113","Caught Up In You","70"
"Wonderwall","Jaleah","F","9","Hayes","281.02485","paid","San Antonio-New Braunfels, TX","113","Just More (Album Version)","70"
"Pepper","Jaleah","F","10","Hayes","166.32118","paid","San Antonio-New Braunfels, TX","113","Slave","70"
"Buckcherry","Jaleah","F","11","Hayes","208.66567","paid","San Antonio-New Braunfels, TX","113","Next 2 You (Album Version)","70"
"Travie McCoy","Jaleah","F","12","Hayes","211.12118","paid","San Antonio-New Braunfels, TX","113","Billionaire [feat. Bruno Mars]  (Explicit Album Version)","70"
"OneRepublic","Jaleah","F","13","Hayes","224.67873","paid","San Antonio-New Braunfels, TX","113","Secrets","70"
"Hawk Nelson","Chloe","F","0","Cuevas","174.81098","paid","San Francisco-Oakland-Hayward, CA","680","California","49"
"Pearl Jam","Jaleah","F","14","Hayes","258.48118","paid","San Antonio-New Braunfels, TX","113","Faithful","70"
"JOSEF LOCKE & ORCHESTRA","Chloe","F","1","Cuevas","166.26893","paid","San Francisco-Oakland-Hayward, CA","680","How Can You Buy Killarney (1992 Digital Remaster)","49"
"Project 86","Chloe","F","2","Cuevas","777.58649","paid","San Francisco-Oakland-Hayward, CA","680","Twenty Three (LP Version)","49"
"Daft Punk","Jaleah","F","15","Hayes","536.13669","paid","San Antonio-New Braunfels, TX","113","Revolution 909 (Roger Sanchez Remix)","70"
"38 Special","Jaleah","F","16","Hayes","280.76363","paid","San Antonio-New Braunfels, TX","113","Caught Up In You","70"
"Creedence Clearwater Revival","Chloe","F","4","Cuevas","186.51383","paid","San Francisco-Oakland-Hayward, CA","680","Proud Mary","49"
"Ill Nino","Jaleah","F","17","Hayes","175.22893","paid","San Antonio-New Braunfels, TX","113","My Resurrection (Album Version)","70"
"The Police","Chloe","F","5","Cuevas","289.85424","paid","San Francisco-Oakland-Hayward, CA","680","So Lonely","49"
"Bitter:Sweet","Jaleah","F","18","Hayes","160.78322","paid","San Antonio-New Braunfels, TX","113","Take 2 Blue","70"
"Mynt","Celeste","F","2","Williams","166.94812","free","Klamath Falls, OR","52","Playa Haters","53"
"Taylor Swift","Celeste","F","3","Williams","230.47791","free","Klamath Falls, OR","52","You Belong With Me","53"
"Amy Winehouse","Celeste","F","4","Williams","229.85098","free","Klamath Falls, OR","52","Valerie","53"
"Jimmy Eat World","Celeste","F","5","Williams","285.83138","free","Klamath Falls, OR","52","Dizzy","53"
"Maldita Nerea","Anabelle","F","0","Simpson","241.162","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","158","Supelicula","69"
"Fluke","Connar","M","0","Moreno","478.92853","free","Houston-The Woodlands-Sugar Land, TX","168","Bermuda","62"
"Habib KoitÃÂ©","Jayden","M","0","Fox","285.1522","free","New Orleans-Metairie, LA","185","Din Din Wo","101"
"The Kooks","Sara","F","0","Johnson","132.25751","paid","Winston-Salem, NC","152","Eddie's Gun","95"
"Blues Traveler","Sara","F","1","Johnson","290.24608","paid","Winston-Salem, NC","152","Hook","95"
"Coldplay","Sara","F","2","Johnson","298.762","paid","Winston-Salem, NC","152","Shiver","95"
"Tom Petty And The Heartbreakers","Sara","F","3","Johnson","183.01342","paid","Winston-Salem, NC","152","The Wild One_ Forever","95"
"Girl Talk","Sara","F","4","Johnson","173.24363","paid","Winston-Salem, NC","152","Give and Go","95"
"Florence + The Machine","Sara","F","5","Johnson","258.55955","paid","Winston-Salem, NC","152","Cosmic Love","95"
"Three Drives","Sara","F","6","Johnson","411.6371","paid","Winston-Salem, NC","152","Greece 2000","95"
"Jonas Brothers","Sara","F","7","Johnson","192.36526","paid","Winston-Salem, NC","152","Sorry","95"
"Tevin Campbell","Sara","F","8","Johnson","293.04118","paid","Winston-Salem, NC","152","Round And Round (Soul Mix Edit)","95"
"Sting","Sara","F","9","Johnson","257.12281","paid","Winston-Salem, NC","152","Windmills Of Your Mind","95"
"The Champs","Sara","F","10","Johnson","132.0224","paid","Winston-Salem, NC","152","Tequila","95"
"RÃÂ¶yksopp","Sara","F","11","Johnson","214.93506","paid","Winston-Salem, NC","152","Poor Leno Jakatta Radio Mix","95"
"Avenged Sevenfold","Sara","F","12","Johnson","312.11057","paid","Winston-Salem, NC","152","Bat Country (Album Version)","95"
"Sam Cooke","Sara","F","13","Johnson","122.04363","paid","Winston-Salem, NC","152","Ain't Misbehavin","95"
"Apulanta","Sara","F","14","Johnson","219.53261","paid","Winston-Salem, NC","152","Hallaa","95"
"Era","Sara","F","15","Johnson","200.56771","paid","Winston-Salem, NC","152","Cathar Rhythm","95"
"Klaus Badelt","Sylvie","F","1","Cruz","128.62649","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","210","Moonlight Serenade","10"
"Parov Stelar","Sara","F","16","Johnson","281.5473","paid","Winston-Salem, NC","152","KissKiss","95"
"Florence + The Machine","Lily","F","0","Koch","290.48118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Rabbit Heart (Raise It Up)","15"
"De La Soul","Sara","F","17","Johnson","221.72689","paid","Winston-Salem, NC","152","Me_ Myself & I","95"
"Lil Wayne / T-Pain","Sara","F","18","Johnson","244.58404","paid","Winston-Salem, NC","152","Got Money","95"
"Cher","Lily","F","1","Koch","167.41832","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Milord","15"
"Edge Of Dawn","Lily","F","2","Koch","253.72689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Losing Ground","15"
"The Black Keys","Sara","F","19","Johnson","223.84281","paid","Winston-Salem, NC","152","Elevator","95"
"Smokie Norful","Lily","F","3","Koch","337.84118","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","I Need You Now (Build A Bridge Version)","15"
"Adam Lambert","Sara","F","20","Johnson","227.39546","paid","Winston-Salem, NC","152","Whataya Want From Me","95"
"Pulp","Sara","F","21","Johnson","208.95302","paid","Winston-Salem, NC","152","Little Girl (With Blue Eyes)","95"
"Alliance Ethnik","Lily","F","4","Koch","265.76934","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Creil City","15"
"Tricky","Sara","F","22","Johnson","212.79302","paid","Winston-Salem, NC","152","Ponderosa","95"
"John Butler Trio","Lily","F","5","Koch","223.68608","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Betterman (full-length/album version)","15"
"Culture Club","Sara","F","23","Johnson","282.48771","paid","Winston-Salem, NC","152","Believe (Demo)","95"
"The Temper Trap","Lily","F","6","Koch","192.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Fader","15"
"La Mosca Tse-Tse","Sara","F","24","Johnson","195.082","paid","Winston-Salem, NC","152","Patadas En El Corazon","95"
"Cute Is What We Aim For","Lily","F","7","Koch","201.22077","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Finger Twist & Split (Album Version)","15"
"Jack Johnson","Sara","F","25","Johnson","236.72118","paid","Winston-Salem, NC","152","Bubble Toes","95"
"Siriusmo","Lily","F","8","Koch","272.61342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Simple","15"
"Creedence Clearwater Revival","Sara","F","26","Johnson","312.89424","paid","Winston-Salem, NC","152","Feelin' Blue","95"
"Alberto Plaza","Lily","F","9","Koch","271.3073","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Seas Cruel (vivo)","15"
"Brand New","Sara","F","27","Johnson","188.49914","paid","Winston-Salem, NC","152","Not The Sun","95"
"Sean Lennon","Lily","F","10","Koch","202.97098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Into The Sun","15"
"K-OS","Sara","F","28","Johnson","211.33016","paid","Winston-Salem, NC","152","EMCEE Murdah","95"
"Nana Caymmi","Lily","F","11","Koch","251.0624","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Acercate Mas (2000 Digital Remaster)","15"
"Casino Versus Japan","Sara","F","29","Johnson","86.30812","paid","Winston-Salem, NC","152","Moonlupe","95"
"the bird and the bee","Sara","F","30","Johnson","281.23383","paid","Winston-Salem, NC","152","Ray Gun","95"
"Skyforger","Lily","F","12","Koch","38.94812","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","In the Yard of the Father's Son","15"
"Bryan Ferry","Lily","F","13","Koch","265.87383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Slave To Love (1999 Digital Remaster)","15"
"The Black Keys","Sara","F","31","Johnson","196.91057","paid","Winston-Salem, NC","152","All Hands Against His Own","95"
"Foxy Shazam","Lily","F","14","Koch","201.74322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wanna-be Angel (Album Version)","15"
"The Ruts","Sara","F","32","Johnson","338.96444","paid","Winston-Salem, NC","152","West One (Shine On Me)","95"
"Old 97's","Lily","F","15","Koch","231.28771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Victoria (LP Version)","15"
"Lonnie Gordon","Lily","F","16","Koch","181.21098","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","15"
"Bon Iver","Sara","F","33","Johnson","220.70812","paid","Winston-Salem, NC","152","For Emma","95"
"Florence + The Machine","Lily","F","17","Koch","219.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Dog Days Are Over (Radio Edit)","15"
"Glen Washington","Sara","F","34","Johnson","193.82812","paid","Winston-Salem, NC","152","One Of These Days","95"
"Mad Cobra","Lily","F","18","Koch","230.68689","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Flex","15"
"Dropout Year","Sara","F","35","Johnson","227.36934","paid","Winston-Salem, NC","152","This Notebook","95"
"Flogging Molly","Lily","F","19","Koch","260.75383","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Punch Drunk Grinning Soul","15"
"Young Rebel Set","Sara","F","36","Johnson","248.55465","paid","Winston-Salem, NC","152","If I Was","95"
"Sneaker Pimps","Lily","F","20","Koch","260.91057","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Spin Spin Sugar","15"
"Righteous Brothers","Sara","F","37","Johnson","215.90159","paid","Winston-Salem, NC","152","Unchained Melody","95"
"Me First And The Gimme Gimmes","Sara","F","38","Johnson","64.39138","paid","Winston-Salem, NC","152","Jonny's Blessing","95"
"Texas In July","Lily","F","21","Koch","190.69342","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Aurora","15"
"Alice In Chains","Sara","F","39","Johnson","230.60853","paid","Winston-Salem, NC","152","God Smack","95"
"10 Years","Lily","F","22","Koch","229.95546","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Wasteland","15"
"Juanes","Lily","F","23","Koch","233.40363","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","No Siento Penas","15"
"Cat Stevens","Sara","F","43","Johnson","200.202","paid","Winston-Salem, NC","152","Wild World","95"
"Passion Pit","Lily","F","24","Koch","174.75873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Sleepyhead","15"
"The Temper Trap","Sara","F","44","Johnson","192.67873","paid","Winston-Salem, NC","152","Fader","95"
"OneRepublic","Lily","F","25","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Secrets","15"
"Diplo","Sara","F","45","Johnson","96.86159","paid","Winston-Salem, NC","152","Florida","95"
"Afro Celt Sound System","Sara","F","46","Johnson","425.01179","paid","Winston-Salem, NC","152","Even In My Dreams","95"
"PeterLicht","Lily","F","26","Koch","306.80771","paid","Chicago-Naperville-Elgin, IL-IN-WI","199","Heiterkeit","15"
"M.A. Numminen","Sara","F","47","Johnson","166.55628","paid","Winston-Salem, NC","152","TULENLIEKKI","95"
"Limp Bizkit","Sara","F","49","Johnson","214.5171","paid","Winston-Salem, NC","152","Rollin' (Air Raid Vehicle)","95"
"Downhere","Sara","F","50","Johnson","230.71302","paid","Winston-Salem, NC","152","In America (Album Version)","95"
"Roots Manuva","Sara","F","51","Johnson","233.92608","paid","Winston-Salem, NC","152","No Love","95"
"Lykke Li","Sara","F","52","Johnson","162.19383","paid","Winston-Salem, NC","152","Let It Fall","95"
"Plan B","Sara","F","53","Johnson","222.82404","paid","Winston-Salem, NC","152","Free","95"
"Octopus Project","Sara","F","54","Johnson","498.33751","paid","Winston-Salem, NC","152","Hypnopaedia","95"
"OneRepublic","Sara","F","55","Johnson","224.67873","paid","Winston-Salem, NC","152","Secrets","95"
"Gilberto Santa Rosa","Sara","F","56","Johnson","272.16934","paid","Winston-Salem, NC","152","La Sigo Amando Tanto","95"
"Eric Clapton","Sara","F","57","Johnson","271.80363","paid","Winston-Salem, NC","152","Tears In Heaven","95"
"ARRESTED DEVELOPMENT","Sara","F","58","Johnson","200.98567","paid","Winston-Salem, NC","152","Fountain Of Youth","95"
"Future Rock","Sara","F","60","Johnson","239.90812","paid","Winston-Salem, NC","152","Gears","95"
"Steppenwolf","Sara","F","61","Johnson","208.14322","paid","Winston-Salem, NC","152","Born To Be Wild","95"
"Jason Mraz & Colbie Caillat","Sara","F","62","Johnson","189.6224","paid","Winston-Salem, NC","152","Lucky (Album Version)","95"
"Leonard Cohen","Sara","F","63","Johnson","298.57914","paid","Winston-Salem, NC","152","The Stranger Song","95"
"Bright Eyes","Ayla","F","0","Johnson","279.09179","free","Santa Rosa, CA","135","Kathy with a K's Song","63"
"The Smiths","Chloe","F","1","Cuevas","196.67546","free","San Francisco-Oakland-Hayward, CA","195","The Boy With The Thorn In His Side","49"
"Quique Gonzalez","Chloe","F","2","Cuevas","214.20363","free","San Francisco-Oakland-Hayward, CA","195","Cuando Eramos Reyes","49"
"Muse","Chloe","F","3","Cuevas","210.46812","free","San Francisco-Oakland-Hayward, CA","195","Pink Ego Box","49"
"Sugarland","Cecilia","F","0","Owens","247.77098","free","Atlanta-Sandy Springs-Roswell, GA","5","Just Might (Make Me Believe)","6"
"A Hope For Home","Cecilia","F","1","Owens","388.38812","free","Atlanta-Sandy Springs-Roswell, GA","5","Absolution: Of Flight and Failure","6"
"N.E.R.D. FEATURING MALICE","Jayden","M","0","Fox","288.9922","free","New Orleans-Metairie, LA","184","Am I High (Feat. Malice)","101"
"Death Cab for Cutie","Stefany","F","1","White","216.42404","free","Lubbock, TX","82","A Lack Of Color (Album Version)","83"
"Tracy Gang Pussy","Stefany","F","2","White","221.33506","free","Lubbock, TX","82","I Have A Wish","83"
"Skillet","Kevin","M","0","Arellano","178.02404","free","Harrisburg-Carlisle, PA","153","Monster (Album Version)","66"
"Dance Gavin Dance","Marina","F","0","Sutton","218.46159","free","Salinas, CA","47","Uneasy Hearts Weigh The Most","48"
"Dalto","Aiden","M","1","Hess","190.40608","free","La Crosse-Onalaska, WI-MN","170","Falta Te Dizer","86"
"Kanye West","Makinley","F","0","Jones","278.88281","free","Chicago-Naperville-Elgin, IL-IN-WI","118","Family Business","17"
"Jason Mraz & Colbie Caillat","Kevin","M","0","Arellano","189.6224","free","Harrisburg-Carlisle, PA","187","Lucky (Album Version)","66"
"Liz Callaway","Lily","F","0","Koch","175.43791","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Journey To The Past  (LP Version)","15"
"The Decemberists","Lily","F","1","Koch","242.59873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Everything I Try to Do_ Nothing Seems to Turn Out Right","15"
"Christina Aguilera","Lily","F","2","Koch","254.48444","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Impossible","15"
"OneRepublic","Lily","F","3","Koch","224.67873","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Secrets","15"
"Cat Stevens","Kynnedi","F","1","Sanchez","200.202","free","Cedar Rapids, IA","88","Wild World","89"
"Brett Dennen","Lily","F","4","Koch","179.66975","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","World Keeps Turning","15"
"Godsmack","Lily","F","5","Koch","208.24771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Greed","15"
"Anis","Lily","F","6","Koch","246.59546","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Swing Javanaise","15"
"Tiziano Ferro","Lily","F","7","Koch","251.42812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ed Ero Contentissimo","15"
"Kylie Auldist","Lily","F","8","Koch","265.92608","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ship Inside A Bottle","15"
"Benga","Lily","F","9","Koch","286.17098","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Cut","15"
"T. Rex","Lily","F","10","Koch","132.85832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Ride A White Swan","15"
"Mexican Institute of Sound","Lily","F","11","Koch","278.04689","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Mirando a Las Muchachas","15"
"Velour 100","Lily","F","12","Koch","202.29179","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Clouds (Of Color Bright Album Version)","15"
"Maria de Barros","Lily","F","13","Koch","276.29669","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Riberonzinha","15"
"Toby Keith","Lily","F","14","Koch","177.162","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Big Blue Note","15"
"Marques Houston","Lily","F","15","Koch","264.98567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Naked","15"
"Commit Suicide","Lily","F","16","Koch","105.482","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","In All This Revelation","15"
"Smile Empty Soul","Lily","F","17","Koch","218.61832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Bottom of a Bottle (Explicit Album Version)","15"
"Amy Winehouse","Lily","F","18","Koch","221.1522","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Wake Up Alone","15"
"Eyehategod","Lily","F","19","Koch","155.66322","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Sisterfucker (part Ii)","15"
"Sunidhi Chauhan / Anu Malik / Jatin Sharma","Lily","F","20","Koch","319.32036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Dekh Le","15"
"Blondie","Lily","F","21","Koch","127.73832","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little Girl Lies (2001 Digital Remaster)","15"
"She & Him","Lily","F","23","Koch","167.83628","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Got Me","15"
"The Black Keys","Lily","F","24","Koch","294.76526","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","The Lengths","15"
"Survivor","Lily","F","25","Koch","245.36771","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Eye Of The Tiger","15"
"Conya Doss","Lily","F","26","Koch","317.98812","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","I Miss You","15"
"Disney Studio Chorus","Lily","F","28","Koch","234.84036","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Little April Shower","15"
"Dirty Projectors","Lily","F","29","Koch","319.63383","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Stillness Is The Move","15"
"Boom Bip","Lily","F","30","Koch","330.16118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","From Left To Right","15"
"Avantasia","Lily","F","31","Koch","368.97914","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Shelter From The Rain","15"
"Amon Amarth","Lily","F","32","Koch","312.29342","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","North Sea Storm (Live)","15"
"Young Money featuring Lloyd","Lily","F","33","Koch","196.33587","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","BedRock (Radio Edit) (feat.Lloyd)","15"
"Breakbeat Era","Lily","F","34","Koch","326.32118","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Anti-Everything","15"
"Local Natives","Lily","F","35","Koch","237.92281","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Airplanes","15"
"Gabriella Cilmi","Lily","F","36","Koch","207.38567","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","Awkward Game","15"
"Minus The Bear","Tegan","F","1","Levine","219.76771","free","Portland-South Portland, ME","165","Knights","80"
"Calle 13 Featuring CafÃÂ© Tacuba","Lily","F","37","Koch","293.32853","paid","Chicago-Naperville-Elgin, IL-IN-WI","172","No Hay Nadie Como TÃÂº","15"
"Frumpies","Aleena","F","0","Kirby","134.47791","paid","Waterloo-Cedar Falls, IA","157","Fuck Kitty","44"
"D-12","Aleena","F","1","Kirby","261.40689","paid","Waterloo-Cedar Falls, IA","157","Barbershop","44"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Tegan","F","2","Levine","375.19628","free","Portland-South Portland, ME","165","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","80"
